epoch,test_accuracy,test_f1-score,test_loss,test_precision,test_recall
0.0,0.494,0.36975627254429144,0.33336764574050903,0.4716253026634383,0.494
1.0,0.965,0.9649921232277263,0.11248554289340973,0.9654188769892904,0.965
2.0,0.975,0.974999974999975,0.04633442312479019,0.9750019000076,0.975
3.0,0.975,0.9749993749843746,0.04309792071580887,0.975047504750475,0.975
4.0,0.978,0.977997799779978,0.011333354748785496,0.9781912765106042,0.978
5.0,0.978,0.978,0.023520532995462418,0.978,0.978
6.0,0.978,0.977999647994368,0.02225722186267376,0.9780305939580133,0.978
7.0,0.979,0.978999810998299,0.014078252948820591,0.9790172446208063,0.979
8.0,0.979,0.9789994749868747,0.01429818756878376,0.979047904790479,0.979
9.0,0.98,0.9799996799948798,0.011607238091528416,0.9800307219662059,0.98
10.0,0.98,0.97999991999968,0.014389720745384693,0.980007680122882,0.98
11.0,0.979,0.9789974586925019,0.008322861045598984,0.9792319482629592,0.979
12.0,0.98,0.9799996799948798,0.008818430826067924,0.9800307219662059,0.98
13.0,0.981,0.980999980999981,0.011646510101854801,0.981001924007696,0.981
14.0,0.983,0.982999982999983,0.007124762050807476,0.983001932007728,0.983
15.0,0.981,0.9809998289984609,0.007723386865109205,0.9810173166233984,0.981
16.0,0.98,0.98,0.011086001060903072,0.98,0.98
17.0,0.98,0.9799992799740791,0.013894625939428806,0.9800691299547135,0.98
18.0,0.981,0.9809998289984609,0.008897650986909866,0.9810173166233984,0.981
19.0,0.982,0.9819988479262672,0.014282099902629852,0.9821234235964407,0.982
20.0,0.979,0.978999810998299,0.009160924702882767,0.9790172446208063,0.979
21.0,0.981,0.9809995249881247,0.011177822947502136,0.9810481048104811,0.981
22.0,0.981,0.9809998289984609,0.008113761432468891,0.9810173166233984,0.981
23.0,0.981,0.980999980999981,0.009984816424548626,0.981001924007696,0.981
24.0,0.984,0.9839997439959038,0.010887636803090572,0.9840309779825909,0.984
25.0,0.984,0.9839989759344598,0.012571479193866253,0.9841239357275462,0.984
26.0,0.981,0.9809998289984609,0.008398761972784996,0.9810173166233984,0.981
27.0,0.98,0.9799996799948798,0.007722326088696718,0.9800307219662059,0.98
28.0,0.981,0.9809998289984609,0.00782044604420662,0.9810173166233984,0.981
29.0,0.981,0.980999980999981,0.009637824259698391,0.981001924007696,0.981
30.0,0.979,0.9789994749868747,0.007099722512066364,0.979047904790479,0.979
31.0,0.982,0.9819993519766712,0.011371647007763386,0.9820694179961915,0.982
32.0,0.982,0.981999927999712,0.008675030432641506,0.982007712123394,0.982
33.0,0.983,0.9829991669591809,0.011983742006123066,0.9830946865585655,0.983
34.0,0.981,0.9809998289984609,0.010043425485491753,0.9810173166233984,0.981
35.0,0.981,0.980999980999981,0.008413140662014484,0.981001924007696,0.981
36.0,0.982,0.981999927999712,0.008193385787308216,0.982007712123394,0.982
37.0,0.981,0.980999980999981,0.008625021204352379,0.981001924007696,0.981
38.0,0.98,0.98,0.009472139179706573,0.98,0.98
39.0,0.981,0.9809995249881247,0.007256704848259687,0.9810481048104811,0.981
40.0,0.98,0.9799996799948798,0.007490305695682764,0.9800307219662059,0.98
41.0,0.983,0.982999846998623,0.009807588532567024,0.9830173886259905,0.983
42.0,0.982,0.981999927999712,0.007980692200362682,0.982007712123394,0.982
43.0,0.979,0.978999810998299,0.007952109910547733,0.9790172446208063,0.979
44.0,0.981,0.980999980999981,0.009338833391666412,0.981001924007696,0.981
45.0,0.982,0.981999927999712,0.007482834160327911,0.982007712123394,0.982
46.0,0.98,0.97999991999968,0.008862377144396305,0.980007680122882,0.98
47.0,0.982,0.9819997119953919,0.01069147139787674,0.9820308499743984,0.982
48.0,0.98,0.97999991999968,0.009515548124909401,0.980007680122882,0.98
49.0,0.982,0.981999927999712,0.01089189201593399,0.982007712123394,0.982
50.0,0.981,0.980999980999981,0.009005783125758171,0.981001924007696,0.981
51.0,0.983,0.982999846998623,0.009899287484586239,0.9830173886259905,0.983
52.0,0.982,0.9819997119953919,0.010674960911273956,0.9820308499743984,0.982
53.0,0.981,0.980999980999981,0.0076833791099488735,0.981001924007696,0.981
54.0,0.981,0.980999980999981,0.007320432923734188,0.981001924007696,0.981
55.0,0.983,0.9829995749893746,0.011319569312036037,0.983048304830483,0.983
56.0,0.982,0.9819997119953919,0.007013704627752304,0.9820308499743984,0.982
57.0,0.979,0.978999978999979,0.009605944156646729,0.979001916007664,0.979
58.0,0.98,0.9799996799948798,0.00690128467977047,0.9800307219662059,0.98
59.0,0.981,0.980999980999981,0.008456437848508358,0.981001924007696,0.981
60.0,0.982,0.981999927999712,0.00869779847562313,0.982007712123394,0.982
61.0,0.98,0.9799992799740791,0.011343028396368027,0.9800691299547135,0.98
62.0,0.98,0.98,0.007984569296240807,0.98,0.98
63.0,0.982,0.9819993519766712,0.011149708181619644,0.9820694179961915,0.982
64.0,0.982,0.981999927999712,0.00807274505496025,0.982007712123394,0.982
65.0,0.982,0.9819997119953919,0.007436695508658886,0.9820308499743984,0.982
66.0,0.981,0.9809998289984609,0.009575066156685352,0.9810173166233984,0.981
67.0,0.982,0.981999927999712,0.007916771806776524,0.982007712123394,0.982
68.0,0.98,0.9799992799740791,0.005960890557616949,0.9800691299547135,0.98
69.0,0.982,0.981999927999712,0.007932343520224094,0.982007712123394,0.982
70.0,0.979,0.978999978999979,0.009510711766779423,0.979001916007664,0.979
71.0,0.983,0.982999982999983,0.00880945660173893,0.983001932007728,0.983
72.0,0.981,0.980999980999981,0.008220331743359566,0.981001924007696,0.981
73.0,0.984,0.9839994239792631,0.01138235442340374,0.9840697060376694,0.984
74.0,0.983,0.9829995749893746,0.010694906115531921,0.983048304830483,0.983
75.0,0.982,0.981999927999712,0.009825916960835457,0.982007712123394,0.982
76.0,0.982,0.981999927999712,0.009091642685234547,0.982007712123394,0.982
77.0,0.98,0.9799996799948798,0.0069784848019480705,0.9800307219662059,0.98
78.0,0.983,0.9829995749893746,0.010081252083182335,0.983048304830483,0.983
79.0,0.981,0.9809998289984609,0.007711741607636213,0.9810173166233984,0.981
80.0,0.982,0.981999927999712,0.010141377337276936,0.982007712123394,0.982
81.0,0.982,0.981999927999712,0.009137934073805809,0.982007712123394,0.982
82.0,0.981,0.9809998289984609,0.009468241594731808,0.9810173166233984,0.981
83.0,0.984,0.9839994239792631,0.011070518754422665,0.9840697060376694,0.984
84.0,0.982,0.981999927999712,0.007611113600432873,0.982007712123394,0.982
85.0,0.983,0.982999846998623,0.008684898726642132,0.9830173886259905,0.983
86.0,0.981,0.9809998289984609,0.008133561350405216,0.9810173166233984,0.981
87.0,0.983,0.982999846998623,0.007906392216682434,0.9830173886259905,0.983
88.0,0.982,0.982,0.008295491337776184,0.982,0.982
89.0,0.98,0.9799992799740791,0.005572701338678598,0.9800691299547135,0.98
90.0,0.98,0.97999991999968,0.010343118570744991,0.980007680122882,0.98
91.0,0.98,0.98,0.008347953669726849,0.98,0.98
92.0,0.981,0.9809995249881247,0.007379194721579552,0.9810481048104811,0.981
93.0,0.982,0.9819993519766712,0.011208551004529,0.9820694179961915,0.982
94.0,0.982,0.981999927999712,0.007456471677869558,0.982007712123394,0.982
95.0,0.98,0.97999991999968,0.009286697953939438,0.980007680122882,0.98
96.0,0.981,0.980999980999981,0.008421160280704498,0.981001924007696,0.981
97.0,0.981,0.980999980999981,0.0077903177589178085,0.981001924007696,0.981
98.0,0.981,0.980999980999981,0.00713711092248559,0.981001924007696,0.981
99.0,0.981,0.9809995249881247,0.007383200339972973,0.9810481048104811,0.981
100.0,0.98,0.98,0.009712284430861473,0.98,0.98
101.0,0.979,0.978999978999979,0.00955929234623909,0.979001916007664,0.979
102.0,0.983,0.982999846998623,0.009309330955147743,0.9830173886259905,0.983
103.0,0.981,0.9809998289984609,0.008016606792807579,0.9810173166233984,0.981
104.0,0.983,0.9829995749893746,0.009552921168506145,0.983048304830483,0.983
105.0,0.983,0.9829995749893746,0.009761281311511993,0.983048304830483,0.983
106.0,0.982,0.981999927999712,0.009105436503887177,0.982007712123394,0.982
107.0,0.981,0.9809998289984609,0.008172576315701008,0.9810173166233984,0.981
108.0,0.983,0.9829991669591809,0.011706491932272911,0.9830946865585655,0.983
109.0,0.983,0.982999982999983,0.008457973599433899,0.983001932007728,0.983
110.0,0.983,0.982999846998623,0.00799394492059946,0.9830173886259905,0.983
111.0,0.981,0.9809998289984609,0.008854122832417488,0.9810173166233984,0.981
112.0,0.981,0.9809998289984609,0.00777258537709713,0.9810173166233984,0.981
113.0,0.979,0.9789989709495764,0.00731079513207078,0.9790939024048713,0.979
114.0,0.98,0.98,0.009154999628663063,0.98,0.98
115.0,0.981,0.980999980999981,0.009517229162156582,0.981001924007696,0.981
116.0,0.983,0.982999846998623,0.009539158083498478,0.9830173886259905,0.983
117.0,0.981,0.9809995249881247,0.006501961965113878,0.9810481048104811,0.981
118.0,0.982,0.9819997119953919,0.007171152159571648,0.9820308499743984,0.982
119.0,0.981,0.980999980999981,0.009546360932290554,0.981001924007696,0.981
120.0,0.98,0.9799996799948798,0.006909504532814026,0.9800307219662059,0.98
121.0,0.983,0.9829995749893746,0.01058079395443201,0.983048304830483,0.983
122.0,0.982,0.981999927999712,0.007488536648452282,0.982007712123394,0.982
123.0,0.981,0.9809995249881247,0.007145976647734642,0.9810481048104811,0.981
124.0,0.982,0.981999927999712,0.009888949804008007,0.982007712123394,0.982
125.0,0.98,0.9799987199180747,0.005747773684561253,0.9801229114653351,0.98
126.0,0.981,0.980999980999981,0.008074170909821987,0.981001924007696,0.981
127.0,0.98,0.98,0.009588247165083885,0.98,0.98
128.0,0.983,0.982999846998623,0.009334597736597061,0.9830173886259905,0.983
129.0,0.98,0.97999991999968,0.008484074845910072,0.980007680122882,0.98
130.0,0.981,0.9809990689543787,0.012326741591095924,0.9810942944817185,0.981
131.0,0.981,0.980999980999981,0.00813958141952753,0.981001924007696,0.981
132.0,0.982,0.981999927999712,0.009145017713308334,0.982007712123394,0.982
133.0,0.982,0.981999927999712,0.008806581608951092,0.982007712123394,0.982
134.0,0.983,0.9829991669591809,0.010879063978791237,0.9830946865585655,0.983
135.0,0.983,0.9829995749893746,0.009784949943423271,0.983048304830483,0.983
136.0,0.981,0.9809998289984609,0.00834273174405098,0.9810173166233984,0.981
137.0,0.981,0.9809998289984609,0.008409243077039719,0.9810173166233984,0.981
138.0,0.982,0.981999927999712,0.009275668300688267,0.982007712123394,0.982
139.0,0.982,0.9819997119953919,0.009032512083649635,0.9820308499743984,0.982
140.0,0.982,0.981999927999712,0.00798403937369585,0.982007712123394,0.982
141.0,0.98,0.97999991999968,0.009896094910800457,0.980007680122882,0.98
142.0,0.982,0.981998199819982,0.014817720279097557,0.9821928771508603,0.982
143.0,0.982,0.981999927999712,0.00966956652700901,0.982007712123394,0.982
144.0,0.983,0.982999846998623,0.007400956936180592,0.9830173886259905,0.983
145.0,0.981,0.9809998289984609,0.007477123290300369,0.9810173166233984,0.981
146.0,0.981,0.9809995249881247,0.010443184524774551,0.9810481048104811,0.981
147.0,0.983,0.9829995749893746,0.010701977647840977,0.983048304830483,0.983
148.0,0.983,0.982999846998623,0.009153456427156925,0.9830173886259905,0.983
149.0,0.982,0.981999927999712,0.008100816048681736,0.982007712123394,0.982
150.0,0.981,0.9809998289984609,0.009738311171531677,0.9810173166233984,0.981
151.0,0.981,0.980999980999981,0.010045639239251614,0.981001924007696,0.981
152.0,0.983,0.982999982999983,0.008794601075351238,0.983001932007728,0.983
153.0,0.98,0.9799996799948798,0.007563472259789705,0.9800307219662059,0.98
154.0,0.982,0.982,0.0080055370926857,0.982,0.982
155.0,0.981,0.980999980999981,0.008300249464809895,0.981001924007696,0.981
156.0,0.985,0.9849992649639832,0.011102844960987568,0.9850950786354125,0.985
157.0,0.982,0.9819993519766712,0.010353774763643742,0.9820694179961915,0.982
158.0,0.98,0.97999991999968,0.008763644844293594,0.980007680122882,0.98
159.0,0.984,0.9839994239792631,0.010121538303792477,0.9840697060376694,0.984
160.0,0.98,0.9799996799948798,0.007127347867935896,0.9800307219662059,0.98
161.0,0.981,0.9809998289984609,0.007842151448130608,0.9810173166233984,0.981
162.0,0.982,0.981999927999712,0.008192149922251701,0.982007712123394,0.982
163.0,0.984,0.9839997439959038,0.008658811450004578,0.9840309779825909,0.984
164.0,0.98,0.97999991999968,0.008576702326536179,0.980007680122882,0.98
165.0,0.983,0.982999982999983,0.009496426209807396,0.983001932007728,0.983
166.0,0.981,0.980999980999981,0.00883207842707634,0.981001924007696,0.981
167.0,0.982,0.981999927999712,0.008925285190343857,0.982007712123394,0.982
168.0,0.981,0.9809998289984609,0.00781306903809309,0.9810173166233984,0.981
169.0,0.98,0.9799996799948798,0.007203184068202972,0.9800307219662059,0.98
170.0,0.982,0.981999927999712,0.009593104012310505,0.982007712123394,0.982
171.0,0.983,0.982999846998623,0.010119413025677204,0.9830173886259905,0.983
172.0,0.98,0.9799996799948798,0.007315444760024548,0.9800307219662059,0.98
173.0,0.982,0.9819993519766712,0.010566944256424904,0.9820694179961915,0.982
174.0,0.981,0.9809995249881247,0.006862538866698742,0.9810481048104811,0.981
175.0,0.982,0.9819993519766712,0.011746491305530071,0.9820694179961915,0.982
176.0,0.98,0.97999991999968,0.007888448424637318,0.980007680122882,0.98
177.0,0.984,0.984,0.008993525989353657,0.984,0.984
178.0,0.981,0.9809998289984609,0.007743321359157562,0.9810173166233984,0.981
179.0,0.982,0.9819997119953919,0.006837843451648951,0.9820308499743984,0.982
180.0,0.982,0.9819997119953919,0.010709516704082489,0.9820308499743984,0.982
181.0,0.98,0.97999991999968,0.010982533916831017,0.980007680122882,0.98
182.0,0.982,0.982,0.008327484130859375,0.982,0.982
183.0,0.98,0.97999991999968,0.009968863800168037,0.980007680122882,0.98
184.0,0.981,0.980999980999981,0.008072609081864357,0.981001924007696,0.981
185.0,0.981,0.980999980999981,0.010135826654732227,0.981001924007696,0.981
186.0,0.981,0.9809998289984609,0.008904597721993923,0.9810173166233984,0.981
187.0,0.982,0.9819997119953919,0.01035713404417038,0.9820308499743984,0.982
188.0,0.981,0.980999980999981,0.00843809638172388,0.981001924007696,0.981
189.0,0.983,0.9829995749893746,0.01106966845691204,0.983048304830483,0.983
190.0,0.98,0.9799996799948798,0.006658931728452444,0.9800307219662059,0.98
191.0,0.981,0.9809995249881247,0.011001835577189922,0.9810481048104811,0.981
192.0,0.98,0.9799996799948798,0.006877512205392122,0.9800307219662059,0.98
193.0,0.981,0.9809995249881247,0.006838962901383638,0.9810481048104811,0.981
194.0,0.982,0.9819997119953919,0.010965382680296898,0.9820308499743984,0.982
195.0,0.98,0.9799996799948798,0.006733223330229521,0.9800307219662059,0.98
196.0,0.98,0.9799996799948798,0.006569067947566509,0.9800307219662059,0.98
197.0,0.984,0.9839994239792631,0.010236545465886593,0.9840697060376694,0.984
198.0,0.981,0.9809998289984609,0.009091010317206383,0.9810173166233984,0.981
199.0,0.98,0.9799996799948798,0.007202533073723316,0.9800307219662059,0.98
200.0,0.979,0.978999978999979,0.009875052608549595,0.979001916007664,0.979
201.0,0.98,0.9799996799948798,0.006874727550894022,0.9800307219662059,0.98
202.0,0.982,0.9819993519766712,0.011955561116337776,0.9820694179961915,0.982
203.0,0.981,0.9809990689543787,0.00575201865285635,0.9810942944817185,0.981
204.0,0.981,0.9809995249881247,0.007603855337947607,0.9810481048104811,0.981
205.0,0.982,0.9819997119953919,0.007487881928682327,0.9820308499743984,0.982
206.0,0.979,0.9789994749868747,0.0067668515257537365,0.979047904790479,0.979
207.0,0.981,0.9809995249881247,0.006669349502772093,0.9810481048104811,0.981
208.0,0.982,0.9819993519766712,0.010539859533309937,0.9820694179961915,0.982
209.0,0.982,0.9819993519766712,0.010554186068475246,0.9820694179961915,0.982
210.0,0.981,0.9809998289984609,0.0073588527739048,0.9810173166233984,0.981
211.0,0.98,0.9799996799948798,0.008101539686322212,0.9800307219662059,0.98
212.0,0.982,0.982,0.008431757800281048,0.982,0.982
213.0,0.98,0.97999991999968,0.008216733112931252,0.980007680122882,0.98
214.0,0.982,0.981999927999712,0.008569269441068172,0.982007712123394,0.982
215.0,0.98,0.9799996799948798,0.006843423005193472,0.9800307219662059,0.98
216.0,0.981,0.9809995249881247,0.007232228294014931,0.9810481048104811,0.981
217.0,0.98,0.9799992799740791,0.006721046287566423,0.9800691299547135,0.98
218.0,0.98,0.9799996799948798,0.006413423456251621,0.9800307219662059,0.98
219.0,0.98,0.97999991999968,0.00868693832308054,0.980007680122882,0.98
220.0,0.982,0.981999927999712,0.009638459421694279,0.982007712123394,0.982
221.0,0.984,0.9839994239792631,0.011348455213010311,0.9840697060376694,0.984
222.0,0.982,0.981999927999712,0.007479672320187092,0.982007712123394,0.982
223.0,0.982,0.981999927999712,0.008906562812626362,0.982007712123394,0.982
224.0,0.981,0.9809998289984609,0.008990278467535973,0.9810173166233984,0.981
225.0,0.98,0.97999991999968,0.008554602041840553,0.980007680122882,0.98
226.0,0.98,0.9799996799948798,0.00786932185292244,0.9800307219662059,0.98
227.0,0.981,0.980999980999981,0.010295799002051353,0.981001924007696,0.981
228.0,0.981,0.9809995249881247,0.00725938705727458,0.9810481048104811,0.981
229.0,0.982,0.981999927999712,0.00826495885848999,0.982007712123394,0.982
230.0,0.982,0.981999927999712,0.008760916069149971,0.982007712123394,0.982
231.0,0.983,0.982999846998623,0.0095355324447155,0.9830173886259905,0.983
232.0,0.98,0.9799996799948798,0.007179210428148508,0.9800307219662059,0.98
233.0,0.981,0.9809998289984609,0.007976106368005276,0.9810173166233984,0.981
234.0,0.981,0.980999980999981,0.010445782914757729,0.981001924007696,0.981
235.0,0.983,0.982999846998623,0.009313927963376045,0.9830173886259905,0.983
236.0,0.982,0.982,0.008925165049731731,0.982,0.982
237.0,0.984,0.9839997439959038,0.008782629854977131,0.9840309779825909,0.984
238.0,0.98,0.9799992799740791,0.006788749247789383,0.9800691299547135,0.98
239.0,0.98,0.9799996799948798,0.007267821580171585,0.9800307219662059,0.98
240.0,0.98,0.9799996799948798,0.007817666977643967,0.9800307219662059,0.98
241.0,0.981,0.9809998289984609,0.007268293760716915,0.9810173166233984,0.981
242.0,0.983,0.9829986228884539,0.011880815029144287,0.9831565427198412,0.983
243.0,0.981,0.980999980999981,0.00980434101074934,0.981001924007696,0.981
244.0,0.979,0.978999810998299,0.007832178846001625,0.9790172446208063,0.979
245.0,0.983,0.9829991669591809,0.011046184226870537,0.9830946865585655,0.983
246.0,0.981,0.9809998289984609,0.007121330127120018,0.9810173166233984,0.981
247.0,0.98,0.9799996799948798,0.007360448129475117,0.9800307219662059,0.98
248.0,0.979,0.978999978999979,0.008699113503098488,0.979001916007664,0.979
249.0,0.981,0.9809998289984609,0.007400755304843187,0.9810173166233984,0.981
250.0,0.98,0.97999991999968,0.008590199053287506,0.980007680122882,0.98
251.0,0.981,0.980999980999981,0.008686085231602192,0.981001924007696,0.981
252.0,0.98,0.97999991999968,0.007808532565832138,0.980007680122882,0.98
253.0,0.982,0.981999927999712,0.00794141087681055,0.982007712123394,0.982
254.0,0.983,0.982999982999983,0.008806919679045677,0.983001932007728,0.983
255.0,0.98,0.9799996799948798,0.007274156901985407,0.9800307219662059,0.98
256.0,0.981,0.980999980999981,0.008448915556073189,0.981001924007696,0.981
257.0,0.983,0.982999982999983,0.00807439349591732,0.983001932007728,0.983
258.0,0.981,0.9809995249881247,0.010702536441385746,0.9810481048104811,0.981
259.0,0.983,0.9829991669591809,0.011635780334472656,0.9830946865585655,0.983
260.0,0.983,0.9829991669591809,0.011281323619186878,0.9830946865585655,0.983
261.0,0.982,0.9819993519766712,0.01162105891853571,0.9820694179961915,0.982
262.0,0.981,0.980999980999981,0.008341092616319656,0.981001924007696,0.981
263.0,0.98,0.9799996799948798,0.008076449856162071,0.9800307219662059,0.98
264.0,0.983,0.9829995749893746,0.009718353860080242,0.983048304830483,0.983
265.0,0.982,0.9819997119953919,0.008930420503020287,0.9820308499743984,0.982
266.0,0.979,0.978999810998299,0.007999056950211525,0.9790172446208063,0.979
267.0,0.984,0.9839997439959038,0.009291176684200764,0.9840309779825909,0.984
268.0,0.982,0.981999927999712,0.006562043912708759,0.982007712123394,0.982
269.0,0.981,0.9809995249881247,0.010451488196849823,0.9810481048104811,0.981
270.0,0.98,0.97999991999968,0.009080293588340282,0.980007680122882,0.98
271.0,0.982,0.982,0.008562581613659859,0.982,0.982
272.0,0.982,0.981999927999712,0.0070397271774709225,0.982007712123394,0.982
273.0,0.983,0.9829995749893746,0.01051979511976242,0.983048304830483,0.983
274.0,0.98,0.9799996799948798,0.007235471159219742,0.9800307219662059,0.98
275.0,0.981,0.9809995249881247,0.010150078684091568,0.9810481048104811,0.981
276.0,0.98,0.9799996799948798,0.007354074623435736,0.9800307219662059,0.98
277.0,0.983,0.982999982999983,0.009030533954501152,0.983001932007728,0.983
278.0,0.98,0.9799996799948798,0.007345188874751329,0.9800307219662059,0.98
279.0,0.98,0.98,0.011296198703348637,0.98,0.98
280.0,0.982,0.9819997119953919,0.009826590307056904,0.9820308499743984,0.982
281.0,0.981,0.980999980999981,0.008299430832266808,0.981001924007696,0.981
282.0,0.981,0.980999980999981,0.008421898819506168,0.981001924007696,0.981
283.0,0.982,0.982,0.008085536770522594,0.982,0.982
284.0,0.983,0.982999846998623,0.009516342543065548,0.9830173886259905,0.983
285.0,0.983,0.982999846998623,0.009477091953158379,0.9830173886259905,0.983
286.0,0.981,0.9809998289984609,0.008032635785639286,0.9810173166233984,0.981
287.0,0.98,0.97999991999968,0.009534106589853764,0.980007680122882,0.98
288.0,0.983,0.982999846998623,0.008971880190074444,0.9830173886259905,0.983
289.0,0.984,0.984,0.00826561264693737,0.984,0.984
290.0,0.982,0.981999927999712,0.008228258229792118,0.982007712123394,0.982
291.0,0.98,0.9799996799948798,0.007507612928748131,0.9800307219662059,0.98
292.0,0.98,0.97999991999968,0.008786734193563461,0.980007680122882,0.98
293.0,0.982,0.982,0.009464350529015064,0.982,0.982
294.0,0.981,0.9809995249881247,0.01103278063237667,0.9810481048104811,0.981
295.0,0.982,0.9819997119953919,0.009616638533771038,0.9820308499743984,0.982
296.0,0.983,0.982999982999983,0.008010787889361382,0.983001932007728,0.983
297.0,0.98,0.9799992799740791,0.006234491243958473,0.9800691299547135,0.98
298.0,0.982,0.9819997119953919,0.009810004383325577,0.9820308499743984,0.982
299.0,0.979,0.978999978999979,0.009721742942929268,0.979001916007664,0.979
300.0,0.979,0.978999978999979,0.009511633776128292,0.979001916007664,0.979
